ID_Pas,Codi_Pas,M2_Pas,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Longitud,Latitud,X_ETRS89,Y_ETRS89,Data_Alta,Data_Baixa
7824305,255128000_Taco,2.95,3,Sants-Montjuïc,13,la Marina de Port,2.1367001,41.3637457,427795.425,4579497.090,2000/01/01,2018/04/04
7830741,255128000_Taco,4.00,3,Sants-Montjuïc,13,la Marina de Port,2.1398432,41.3611348,428055.429,4579204.533,2000/01/01,
7830812,255128000_Taco,15.50,3,Sants-Montjuïc,13,la Marina de Port,2.1401160,41.3585882,428075.444,4578921.640,2000/01/01,
7830862,255128000_Taco,5.00,3,Sants-Montjuïc,13,la Marina de Port,2.1385216,41.3604801,427944.178,4579133.020,2000/01/01,
7830872,255128000_Taco,6.00,3,Sants-Montjuïc,13,la Marina de Port,2.1385303,41.3607195,427945.165,4579159.510,2000/01/01,
7830900,255128000_Taco,5.52,3,Sants-Montjuïc,13,la Marina de Port,2.1386770,41.3607770,427957.494,4579165.844,2000/01/01,
7830922,255128000_Taco,5.00,3,Sants-Montjuïc,13,la Marina de Port,2.1388198,41.3602947,427968.906,4579112.203,2000/01/01,2009/02/11
7830954,255128000_Taco,6.27,3,Sants-Montjuïc,13,la Marina de Port,2.1389599,41.3603524,427980.693,4579118.448,2000/01/01,2009/02/11
7833091,255128000_Taco,7.72,3,Sants-Montjuïc,13,la Marina de Port,2.1371693,41.3572523,427827.492,4578775.780,2000/01/01,2018/05/31
7833349,255128000_Taco,6.01,3,Sants-Montjuïc,13,la Marina de Port,2.1363557,41.3543576,427756.230,4578455.111,2000/01/01,
7834045,255128000_Taco,5.00,3,Sants-Montjuïc,13,la Marina de Port,2.1422386,41.3565258,428250.731,4578690.878,2000/01/01,2018/04/05
7834075,255128000_Taco,5.01,3,Sants-Montjuïc,13,la Marina de Port,2.1434070,41.3577042,428349.757,4578820.788,2000/01/01,
7834095,255128000_Taco,4.99,3,Sants-Montjuïc,13,la Marina de Port,2.1437418,41.3581824,428378.284,4578873.556,2000/01/01,
7834159,255128000_Taco,5.37,3,Sants-Montjuïc,13,la Marina de Port,2.1434868,41.3582049,428356.978,4578876.308,2000/01/01,
7834267,255128000_Taco,5.69,3,Sants-Montjuïc,13,la Marina de Port,2.1398811,41.3582883,428055.471,4578888.535,2000/01/01,
7824311,255128000_Taco,2.95,3,Sants-Montjuïc,13,la Marina de Port,2.1367018,41.3637446,427795.570,4579496.924,2000/01/01,2018/04/04
7834305,255128000_Taco,7.00,3,Sants-Montjuïc,13,la Marina de Port,2.1403226,41.3581920,428092.290,4578877.503,2000/01/01,
7834319,255128000_Taco,7.25,3,Sants-Montjuïc,13,la Marina de Port,2.1404861,41.3582604,428106.047,4578884.882,2000/01/01,
7824335,255128000_Taco,5.66,3,Sants-Montjuïc,13,la Marina de Port,2.1365418,41.3634436,427781.845,4579463.625,2000/01/01,2018/05/31
7830544,255000000_Pastilla,22.54,3,Sants-Montjuïc,13,la Marina de Port,2.1427395,41.3604173,428296.898,4579122.536,2000/01/01,
7830554,255000000_Pastilla,10.42,3,Sants-Montjuïc,13,la Marina de Port,2.1407029,41.3624580,428128.798,4579350.754,2000/01/01,
8762881,255000000_Pastilla,13.33,3,Sants-Montjuïc,13,la Marina de Port,2.1382924,41.3583709,427922.677,4578898.981,2014/06/02,
8762870,255000000_Pastilla,14.23,3,Sants-Montjuïc,13,la Marina de Port,2.1385391,41.3584185,427943.360,4578904.070,2014/06/02,
8872567,255128000_Taco,2.25,3,Sants-Montjuïc,13,la Marina de Port,2.1406249,41.3585575,428117.980,4578917.774,2016/01/18,
8762656,255000000_Pastilla,15.88,3,Sants-Montjuïc,13,la Marina de Port,2.1376572,41.3590063,427870.238,4578970.081,2014/06/02,2018/04/05
7829127,255000000_Pastilla,17.58,3,Sants-Montjuïc,13,la Marina de Port,2.1359041,41.3612831,427726.120,4579224.305,2000/01/01,
7830559,255000000_Pastilla,17.25,3,Sants-Montjuïc,13,la Marina de Port,2.1408231,41.3624606,428138.853,4579350.906,2000/01/01,
8863640,255128000_Taco,8.24,3,Sants-Montjuïc,13,la Marina de Port,2.1421796,41.3596681,428249.249,4579039.806,2000/01/01,2018/04/22
8863560,255128000_Taco,8.24,3,Sants-Montjuïc,13,la Marina de Port,2.1421858,41.3596724,428249.773,4579040.294,2000/01/01,2018/04/22
7830567,255000000_Pastilla,11.90,3,Sants-Montjuïc,13,la Marina de Port,2.1414536,41.3624393,428191.565,4579348.062,2000/01/01,
8854323,255128000_Taco,2.95,3,Sants-Montjuïc,13,la Marina de Port,2.1362254,41.3583152,427749.710,4578894.546,2015/12/02,
8854299,255128000_Taco,6.00,3,Sants-Montjuïc,13,la Marina de Port,2.1367629,41.3578077,427794.112,4578837.738,2015/12/02,
7830573,255000000_Pastilla,12.11,3,Sants-Montjuïc,13,la Marina de Port,2.1415509,41.3624157,428199.675,4579345.305,2000/01/01,
7830685,255000000_Pastilla,22.61,3,Sants-Montjuïc,13,la Marina de Port,2.1428064,41.3601539,428302.210,4579093.176,2000/01/01,
7830694,255000000_Pastilla,22.43,3,Sants-Montjuïc,13,la Marina de Port,2.1431442,41.3601972,428330.506,4579097.796,2000/01/01,
7830731,255000000_Pastilla,25.16,3,Sants-Montjuïc,13,la Marina de Port,2.1423563,41.3598369,428264.210,4579058.410,2000/01/01,2016/03/07
7830757,255000000_Pastilla,35.30,3,Sants-Montjuïc,13,la Marina de Port,2.1446133,41.3592538,428452.355,4578991.798,2000/01/01,
7830769,255000000_Pastilla,19.81,3,Sants-Montjuïc,13,la Marina de Port,2.1377328,41.3591068,427876.678,4578981.130,2000/01/01,2018/04/05
7824376,255128000_Taco,8.11,3,Sants-Montjuïc,13,la Marina de Port,2.1340489,41.3633157,427573.201,4579451.561,2000/01/01,
7830967,255000000_Pastilla,12.20,3,Sants-Montjuïc,13,la Marina de Port,2.1385769,41.3583901,427946.495,4578900.880,2000/01/01,2014/06/01
7830973,255000000_Pastilla,6.11,3,Sants-Montjuïc,13,la Marina de Port,2.1422194,41.3598223,428252.740,4579056.908,2000/01/01,
7830977,255000000_Pastilla,28.27,3,Sants-Montjuïc,13,la Marina de Port,2.1382811,41.3586363,427922.020,4578928.525,2000/01/01,
7830988,255000000_Pastilla,8.89,3,Sants-Montjuïc,13,la Marina de Port,2.1384950,41.3587202,427940.010,4578937.645,2000/01/01,2018/04/05
7833079,255000000_Pastilla,29.76,3,Sants-Montjuïc,13,la Marina de Port,2.1358264,41.3566109,427714.461,4578705.663,2000/01/01,
7833119,255000000_Pastilla,29.80,3,Sants-Montjuïc,13,la Marina de Port,2.1367656,41.3578074,427794.334,4578837.775,2000/01/01,2015/12/01
7833131,255000000_Pastilla,25.16,3,Sants-Montjuïc,13,la Marina de Port,2.1373584,41.3572403,427843.297,4578774.232,2000/01/01,2015/12/01
7824390,255128000_Taco,3.70,3,Sants-Montjuïc,13,la Marina de Port,2.1362362,41.3635119,427756.359,4579471.441,2000/01/01,2018/04/04
7833144,255000000_Pastilla,30.67,3,Sants-Montjuïc,13,la Marina de Port,2.1336128,41.3581447,427530.993,4578877.775,2000/01/01,
7824396,255128000_Taco,3.70,3,Sants-Montjuïc,13,la Marina de Port,2.1362782,41.3635463,427759.915,4579475.289,2000/01/01,2018/04/04
7834382,255128000_Taco,12.98,3,Sants-Montjuïc,13,la Marina de Port,2.1416653,41.3565168,428202.765,4578690.361,2000/01/01,
7833156,255000000_Pastilla,30.01,3,Sants-Montjuïc,13,la Marina de Port,2.1337381,41.3579606,427541.277,4578857.293,2000/01/01,
7833168,255000000_Pastilla,10.01,3,Sants-Montjuïc,13,la Marina de Port,2.1337613,41.3581079,427543.374,4578873.618,2000/01/01,
7833173,255000000_Pastilla,10.05,3,Sants-Montjuïc,13,la Marina de Port,2.1343829,41.3583604,427595.650,4578901.130,2000/01/01,
7833178,255000000_Pastilla,12.18,3,Sants-Montjuïc,13,la Marina de Port,2.1344913,41.3583290,427604.680,4578897.487,2000/01/01,
7833190,255000000_Pastilla,12.05,3,Sants-Montjuïc,13,la Marina de Port,2.1350284,41.3578264,427649.055,4578841.250,2000/01/01,
7833196,255000000_Pastilla,12.05,3,Sants-Montjuïc,13,la Marina de Port,2.1354678,41.3580054,427686.000,4578860.760,2000/01/01,
7833202,255000000_Pastilla,12.01,3,Sants-Montjuïc,13,la Marina de Port,2.1362284,41.3583147,427749.955,4578894.468,2000/01/01,2015/12/01
7833208,255000000_Pastilla,29.89,3,Sants-Montjuïc,13,la Marina de Port,2.1340982,41.3574634,427570.833,4578801.729,2000/01/01,
7833220,255000000_Pastilla,30.25,3,Sants-Montjuïc,13,la Marina de Port,2.1345617,41.3568214,427608.897,4578730.133,2000/01/01,
7833232,255000000_Pastilla,29.80,3,Sants-Montjuïc,13,la Marina de Port,2.1348538,41.3564194,427632.888,4578685.192,2000/01/01,
7833244,255000000_Pastilla,29.88,3,Sants-Montjuïc,13,la Marina de Port,2.1351513,41.3563408,427657.683,4578676.250,2000/01/01,
7833256,255000000_Pastilla,30.38,3,Sants-Montjuïc,13,la Marina de Port,2.1364124,41.3582993,427765.339,4578892.585,2000/01/01,2013/02/11
7833268,255000000_Pastilla,30.32,3,Sants-Montjuïc,13,la Marina de Port,2.1370543,41.3571149,427817.724,4578760.595,2000/01/01,2015/12/01
7833325,255000000_Pastilla,28.81,3,Sants-Montjuïc,13,la Marina de Port,2.1351018,41.3560755,427653.241,4578646.885,2000/01/01,
8710550,255128000_Taco,6.00,3,Sants-Montjuïc,13,la Marina de Port,2.1362639,41.3585035,427753.142,4578915.441,2013/02/12,
7834465,255128000_Taco,12.95,3,Sants-Montjuïc,13,la Marina de Port,2.1419334,41.3561413,428224.779,4578648.494,2000/01/01,
7824402,255128000_Taco,3.69,3,Sants-Montjuïc,13,la Marina de Port,2.1363402,41.3634642,427765.002,4579466.105,2000/01/01,2018/04/04
7824409,255128000_Taco,3.45,3,Sants-Montjuïc,13,la Marina de Port,2.1362946,41.3634329,427761.161,4579462.633,2000/01/01,2018/04/04
7826328,255128000_Taco,3.51,3,Sants-Montjuïc,13,la Marina de Port,2.1377030,41.3644830,427880.117,4579578.011,2000/01/01,
7826342,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1376202,41.3645435,427873.262,4579584.858,2000/01/01,
7826360,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1384216,41.3651504,427940.958,4579651.580,2000/01/01,2018/04/04
7834516,255128000_Taco,10.75,3,Sants-Montjuïc,13,la Marina de Port,2.1432960,41.3543513,428336.797,4578448.576,2000/01/01,
7833184,255000000_Pastilla,11.98,3,Sants-Montjuïc,13,la Marina de Port,2.1348435,41.3578432,427633.610,4578843.265,2000/01/01,
7834539,255128000_Taco,1.74,3,Sants-Montjuïc,13,la Marina de Port,2.1433706,41.3544105,428343.100,4578455.089,2000/01/01,
8630705,255000000_Pastilla,16.00,3,Sants-Montjuïc,13,la Marina de Port,2.1412475,41.3590244,428170.573,4578969.095,2011/02/08,2016/01/17
7826366,255128000_Taco,3.68,3,Sants-Montjuïc,13,la Marina de Port,2.1399470,41.3658612,428069.315,4579729.170,2000/01/01,
9220569,255128000_Taco,5.00,3,Sants-Montjuïc,13,la Marina de Port,2.1398160,41.3631583,428055.381,4579429.270,2000/01/01,2018/05/31
9220611,255128000_Taco,6.00,3,Sants-Montjuïc,13,la Marina de Port,2.1371431,41.3572873,427825.344,4578779.630,2000/01/01,2018/05/31
7826382,255128000_Taco,4.88,3,Sants-Montjuïc,13,la Marina de Port,2.1393843,41.3658497,428022.245,4579728.369,2000/01/01,
7826410,255128000_Taco,6.03,3,Sants-Montjuïc,13,la Marina de Port,2.1387027,41.3655748,427964.935,4579698.435,2000/01/01,
7834675,255128000_Taco,4.50,3,Sants-Montjuïc,13,la Marina de Port,2.1397333,41.3566197,428041.275,4578703.380,2000/01/01,
7834708,255128000_Taco,6.00,3,Sants-Montjuïc,13,la Marina de Port,2.1388776,41.3575614,427970.727,4578808.680,2000/01/01,2018/04/05
7826422,255128000_Taco,6.00,3,Sants-Montjuïc,13,la Marina de Port,2.1379037,41.3661782,427898.778,4579766.077,2000/01/01,
7834720,255128000_Taco,6.00,3,Sants-Montjuïc,13,la Marina de Port,2.1388968,41.3575332,427972.301,4578805.556,2000/01/01,2018/04/05
7834732,255128000_Taco,6.78,3,Sants-Montjuïc,13,la Marina de Port,2.1389868,41.3579178,427980.246,4578848.132,2000/01/01,2018/04/05
7834744,255128000_Taco,6.00,3,Sants-Montjuïc,13,la Marina de Port,2.1389503,41.3578971,427977.176,4578845.844,2000/01/01,2018/04/05
7833337,255000000_Pastilla,29.97,3,Sants-Montjuïc,13,la Marina de Port,2.1357345,41.3551999,427705.208,4578549.145,2000/01/01,
7834126,255000000_Pastilla,24.74,3,Sants-Montjuïc,13,la Marina de Port,2.1449124,41.3547120,428472.395,4578487.283,2000/01/01,
7834222,255000000_Pastilla,13.98,3,Sants-Montjuïc,13,la Marina de Port,2.1450719,41.3561590,428487.325,4578647.885,2000/01/01,
7834230,255000000_Pastilla,22.05,3,Sants-Montjuïc,13,la Marina de Port,2.1376456,41.3573577,427867.451,4578787.030,2000/01/01,2015/12/01
7834241,255000000_Pastilla,32.71,3,Sants-Montjuïc,13,la Marina de Port,2.1400750,41.3558869,428069.043,4578621.788,2000/01/01,
7834254,255000000_Pastilla,22.13,3,Sants-Montjuïc,13,la Marina de Port,2.1390339,41.3580207,427984.309,4578859.525,2000/01/01,2018/04/05
9235647,255128000_Taco,4.62,3,Sants-Montjuïc,13,la Marina de Port,2.1366719,41.3635378,427792.834,4579474.004,2000/01/01,2018/05/31
9235656,255128000_Taco,4.42,3,Sants-Montjuïc,13,la Marina de Port,2.1366961,41.3635046,427794.825,4579470.248,2000/01/01,2018/05/31
9235676,255128000_Taco,5.56,3,Sants-Montjuïc,13,la Marina de Port,2.1365660,41.3634105,427783.841,4579459.926,2000/01/01,2018/05/31
7834348,255000000_Pastilla,22.37,3,Sants-Montjuïc,13,la Marina de Port,2.1409785,41.3571427,428146.006,4578760.410,2000/01/01,
7826475,255128000_Taco,5.00,3,Sants-Montjuïc,13,la Marina de Port,2.1378318,41.3663526,427892.958,4579785.539,2000/01/01,
7826486,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1396244,41.3661323,428042.637,4579759.555,2000/01/01,
7826658,255128000_Taco,4.00,3,Sants-Montjuïc,13,la Marina de Port,2.1394701,41.3631231,428026.423,4579425.657,2000/01/01,
7826690,255128000_Taco,4.00,3,Sants-Montjuïc,13,la Marina de Port,2.1389728,41.3650687,427986.970,4579642.013,2000/01/01,
7826706,255128000_Taco,4.00,3,Sants-Montjuïc,13,la Marina de Port,2.1390895,41.3650877,427996.749,4579644.073,2000/01/01,
7834410,255000000_Pastilla,15.57,3,Sants-Montjuïc,13,la Marina de Port,2.1437091,41.3576885,428375.000,4578818.745,2000/01/01,
7834418,255000000_Pastilla,27.64,3,Sants-Montjuïc,13,la Marina de Port,2.1440847,41.3566995,428405.340,4578708.710,2000/01/01,
7826722,255128000_Taco,4.00,3,Sants-Montjuïc,13,la Marina de Port,2.1385060,41.3650880,427947.948,4579644.580,2000/01/01,2018/04/04
7826748,255128000_Taco,5.12,3,Sants-Montjuïc,13,la Marina de Port,2.1391641,41.3652653,428003.183,4579663.650,2000/01/01,
7826771,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1408362,41.3636361,428141.240,4579481.425,2000/01/01,
7826777,255128000_Taco,2.92,3,Sants-Montjuïc,13,la Marina de Port,2.1410623,41.3636025,428160.115,4579477.468,2000/01/01,
7826787,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1407166,41.3653443,428133.123,4579671.192,2000/01/01,
8452397,255000000_Pastilla,11.88,3,Sants-Montjuïc,13,la Marina de Port,2.1377482,41.3589519,427877.793,4578963.972,2009/05/25,2018/04/05
7826803,255128000_Taco,2.50,3,Sants-Montjuïc,13,la Marina de Port,2.1409420,41.3653272,428151.947,4579669.052,2000/01/01,
7834440,255000000_Pastilla,8.82,3,Sants-Montjuïc,13,la Marina de Port,2.1451843,41.3561744,428496.750,4578649.497,2000/01/01,
7834446,255000000_Pastilla,15.95,3,Sants-Montjuïc,13,la Marina de Port,2.1442875,41.3566599,428422.269,4578704.128,2000/01/01,
7834454,255000000_Pastilla,27.39,3,Sants-Montjuïc,13,la Marina de Port,2.1424340,41.3557919,428266.262,4578609.290,2000/01/01,
7834582,255000000_Pastilla,19.87,3,Sants-Montjuïc,13,la Marina de Port,2.1458820,41.3556576,428554.548,4578591.553,2000/01/01,
7826811,255128000_Taco,3.97,3,Sants-Montjuïc,13,la Marina de Port,2.1417736,41.3653166,428221.494,4579667.220,2000/01/01,
7826827,255128000_Taco,3.50,3,Sants-Montjuïc,13,la Marina de Port,2.1434165,41.3643642,428357.850,4579560.146,2000/01/01,
7830579,255128000_Taco,4.24,3,Sants-Montjuïc,13,la Marina de Port,2.1406420,41.3585716,428119.427,4578919.297,2000/01/01,2016/01/17
7826851,255128000_Taco,5.00,3,Sants-Montjuïc,13,la Marina de Port,2.1397925,41.3631980,428053.464,4579433.634,2000/01/01,2018/05/31
7828988,255128000_Taco,6.26,3,Sants-Montjuïc,13,la Marina de Port,2.1352293,41.3624100,427670.930,4579349.968,2000/01/01,
7829100,255128000_Taco,3.50,3,Sants-Montjuïc,13,la Marina de Port,2.1354996,41.3624734,427693.609,4579356.828,2000/01/01,2018/04/04
8872533,255000000_Pastilla,18.00,3,Sants-Montjuïc,13,la Marina de Port,2.1412507,41.3590281,428170.842,4578969.547,2016/01/18,
7836466,255000000_Pastilla,22.21,3,Sants-Montjuïc,13,la Marina de Port,2.1342391,41.3532479,427577.953,4578333.612,2000/01/01,2015/12/01
7829143,255128000_Taco,4.31,3,Sants-Montjuïc,13,la Marina de Port,2.1355437,41.3621586,427696.953,4579321.831,2000/01/01,
7830484,255000000_Pastilla,27.78,3,Sants-Montjuïc,13,la Marina de Port,2.1397074,41.3609349,428043.854,4579182.431,2000/01/01,2017/09/01
7829163,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1353951,41.3621130,427684.465,4579316.860,2000/01/01,
7829181,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1353043,41.3621461,427676.913,4579320.632,2000/01/01,
7830417,255128000_Taco,6.49,3,Sants-Montjuïc,13,la Marina de Port,2.1449329,41.3592490,428479.080,4578991.053,2000/01/01,2018/04/22
8860475,255000000_Pastilla,8.87,3,Sants-Montjuïc,13,la Marina de Port,2.1460456,41.3603500,428573.354,4579112.332,2016/02/25,2018/04/22
8860439,255000000_Pastilla,9.00,3,Sants-Montjuïc,13,la Marina de Port,2.1477234,41.3613122,428714.747,4579217.727,2016/02/11,
7830443,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1448462,41.3593294,428471.910,4579000.047,2000/01/01,2018/04/22
8853616,255000000_Pastilla,22.21,3,Sants-Montjuïc,13,la Marina de Port,2.1342281,41.3532631,427577.053,4578335.307,2015/12/02,2018/04/05
7830495,255000000_Pastilla,11.92,3,Sants-Montjuïc,13,la Marina de Port,2.1400573,41.3608137,428072.987,4579168.757,2000/01/01,2018/04/22
9170430,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1366618,41.3638267,427792.303,4579506.056,2000/01/01,2018/04/04
9170436,255128000_Taco,3.81,3,Sants-Montjuïc,13,la Marina de Port,2.1366151,41.3638067,427788.383,4579503.911,2000/01/01,2018/04/04
7830501,255000000_Pastilla,9.44,3,Sants-Montjuïc,13,la Marina de Port,2.1401662,41.3608018,428082.090,4579167.350,2000/01/01,
7830505,255000000_Pastilla,24.23,3,Sants-Montjuïc,13,la Marina de Port,2.1412588,41.3615844,428174.335,4579253.313,2000/01/01,
7830515,255000000_Pastilla,18.07,3,Sants-Montjuïc,13,la Marina de Port,2.1410017,41.3614750,428152.710,4579241.390,2000/01/01,
9170475,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1384618,41.3651834,427944.352,4579655.195,2018/04/05,
9170487,255128000_Taco,3.00,3,Sants-Montjuïc,13,la Marina de Port,2.1385378,41.3651275,427950.651,4579648.915,2018/04/05,
7826312,255000000_Pastilla,41.65,3,Sants-Montjuïc,13,la Marina de Port,2.1402537,41.3625880,428091.367,4579365.512,2000/01/01,
9177939,255000000_Pastilla,4.50,3,Sants-Montjuïc,13,la Marina de Port,2.1466993,41.3621719,428630.027,4579313.997,2018/04/23,
9177923,255000000_Pastilla,10.00,3,Sants-Montjuïc,13,la Marina de Port,2.1460764,41.3603221,428575.894,4579109.170,2018/04/23,
9177908,255000000_Pastilla,18.18,3,Sants-Montjuïc,13,la Marina de Port,2.1475361,41.3608289,428698.557,4579164.215,2018/04/23,
7826517,255000000_Pastilla,12.68,3,Sants-Montjuïc,13,la Marina de Port,2.1410186,41.3643262,428157.254,4579557.880,2000/01/01,
9241690,255128000_Taco,3.01,3,Sants-Montjuïc,13,la Marina de Port,2.1396742,41.3676122,428048.442,4579923.820,2000/01/01,2017/12/18
7819920,255000000_Pastilla,5.99,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1443787,41.3695601,428444.033,4580136.155,2000/01/01,
7992295,255000000_Pastilla,14.58,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1477573,41.3703023,428727.386,4580215.783,2000/01/01,2018/03/27
7819917,255000000_Pastilla,4.43,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1445168,41.3698087,428455.840,4580163.700,2000/01/01,
7819914,255000000_Pastilla,4.55,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1452135,41.3703401,428514.693,4580222.077,2000/01/01,
7819905,255000000_Pastilla,17.74,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1446056,41.3704811,428464.002,4580238.210,2000/01/01,2018/03/28
7992302,255000000_Pastilla,15.34,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1478339,41.3703824,428733.890,4580224.645,2000/01/01,
7992308,255000000_Pastilla,11.95,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1476302,41.3706496,428717.140,4580254.427,2000/01/01,
7819877,255000000_Pastilla,52.65,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1451737,41.3685095,428509.363,4580018.935,2000/01/01,2018/03/28
7819849,255000000_Pastilla,45.89,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1434506,41.3675067,428364.152,4579908.999,2000/01/01,
7992314,255000000_Pastilla,10.07,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1476707,41.3707277,428720.612,4580263.090,2000/01/01,
7981550,255128000_Taco,2.54,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1492848,41.3720900,428857.080,4580412.982,2000/01/01,2018/02/05
7819396,255000000_Pastilla,22.76,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1421186,41.3682564,428253.572,4579993.288,2000/01/01,2016/05/25
9028807,255000000_Pastilla,26.13,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1428855,41.3690626,428318.603,4580082.195,2017/06/15,
7813343,255128000_Taco,2.50,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1450285,41.3717692,428500.788,4580380.915,2000/01/01,
8782207,255128000_Taco,4.25,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1403656,41.3684273,428107.162,4580013.758,2014/09/15,
7813328,255128000_Taco,2.50,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1441242,41.3710880,428424.415,4580305.963,2000/01/01,
7981574,255000000_Pastilla,12.34,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1484347,41.3714504,428785.290,4580342.713,2000/01/01,2018/03/27
7981569,255000000_Pastilla,7.61,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1478529,41.3712106,428736.380,4580316.584,2000/01/01,2016/07/18
7981564,255000000_Pastilla,10.10,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1474327,41.3710432,428701.052,4580298.314,2000/01/01,
7981551,255000000_Pastilla,21.97,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1492685,41.3720790,428855.711,4580411.828,2000/01/01,2018/02/05
7981546,255000000_Pastilla,8.00,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1491046,41.3710638,428840.893,4580299.265,2000/01/01,
8901185,255000000_Pastilla,18.02,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1420731,41.3682791,428249.802,4579995.866,2016/05/26,2018/04/04
7819729,255128000_Taco,2.50,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1420961,41.3695648,428253.138,4580138.607,2000/01/01,
7980594,255128000_Taco,3.14,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1464895,41.3728648,428624.168,4580501.311,2000/01/01,
7992319,255000000_Pastilla,11.81,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1487194,41.3705683,428808.140,4580244.507,2000/01/01,
7992325,255000000_Pastilla,20.15,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1489481,41.3705180,428827.213,4580238.723,2000/01/01,2018/03/28
7819734,255128000_Taco,3.00,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1422948,41.3695682,428269.755,4580138.770,2000/01/01,2016/02/02
7820010,255128000_Taco,2.75,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1432056,41.3702199,428346.641,4580210.387,2000/01/01,2018/04/04
7826498,255128000_Taco,3.00,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1397184,41.3661106,428050.475,4579757.115,2000/01/01,
9136554,255128000_Taco,1.50,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1493904,41.3708475,428864.560,4580274.938,2018/03/29,
7992457,255000000_Pastilla,7.63,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1475001,41.3706586,428706.264,4580255.572,2000/01/01,
9136541,255128000_Taco,7.25,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1494711,41.3707890,428871.247,4580268.460,2018/03/29,
7813526,255000000_Pastilla,35.29,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1458877,41.3710160,428571.811,4580296.537,2000/01/01,
7819585,255128000_Taco,4.00,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1401473,41.3671807,428087.529,4579875.570,2000/01/01,
7819547,255128000_Taco,2.52,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1397286,41.3677835,428053.170,4579942.816,2000/01/01,
7992253,255000000_Pastilla,13.99,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1469763,41.3704980,428662.288,4580238.171,2000/01/01,
7992462,255000000_Pastilla,17.93,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1475411,41.3707578,428709.810,4580266.568,2000/01/01,
7819794,255128000_Taco,2.80,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1427250,41.3700370,428306.245,4580190.473,2000/01/01,
7819501,255128000_Taco,3.42,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1400199,41.3673499,428077.053,4579894.368,2000/01/01,2017/12/18
7819495,255128000_Taco,3.42,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1399830,41.3673779,428074.004,4579897.535,2000/01/01,2017/12/18
7981539,255000000_Pastilla,14.14,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1485934,41.3714489,428798.560,4580342.415,2000/01/01,
7980634,255000000_Pastilla,16.01,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1473098,41.3710591,428690.790,4580300.144,2000/01/01,
7980770,255128000_Taco,8.08,3,Sants-Montjuïc,14,la Font de la Guatlla,2.1463804,41.3729533,428615.138,4580511.269,2000/01/01,
